07720.001,"10/15/19 - Change project manager from Karl Person to Jeff Kulhanek per Dan Kerns. 
Design Pharmacy renvoation to meet requirements set out in USP Chapters 797 and 800 for compliance. The construction of the project will have to be performed and sequenced in a manner that allows operations to continue at both the Hot Springs and Fort Meade VA Campuses.  Orgininal amount was $171,731.02 then revised to add $4,636.00 for a new total of $176,367.02."
07720.002,"10/15/19 - Change project manager from Karl Person to Jeff Kulhanek per Dan Kerns. 
Hot Springs Portion only - no scanning.  Scanning is on the .001 project only.
Design Pharmacy renvoation to meet requirements set out in USP Chapters 797 and 800 for compliance. The construction of the project will have to be performed and sequenced in a manner that allows operations to continue at both the Hot Springs and Fort Meade VA Campuses.  Orgininal amount was $171,731.02 then revised to add $4,636.00 for a new total of $176,367.02."
06054.036,"10/15/19 - Change project manager from Karl Person to Mark Higgins per Dan Kerns. 
Cross fee to Engineering:  $17,000.00."
07375.001,"10/15/19 - Change project manager from Karl Person to Mark Higgins per Dan Kerns. 
Interior Renovation of about 6,800 SF of the Entry level floor of the Omaha Eye & Laser Institute Preliminary Planning and Pricing."
07690.001,"10/15/19 - Change project manager from Karl Person to Pat Birch per Dan Kerns. 
Create Design Development & Construction Documents to replace an existing building for ice skating rentals.  The size, shape and materials will be similar to the existing structure and the approved Schematic Design drawings provided by the owner.  The work will include. Architecture, Structural Mechanical and Electrical."
07690.002,"10/15/19 - Change project manager from Karl Person to Pat Birch per Dan Kerns. 
Create Design Development & Construction Documents to replace an existing building for ice skating rentals.  The size, shape and materials will be similar to the existing structure and the approved Schematic Design drawings provided by the owner.  The work will include. Architecture, Structural Mechanical and Electrical."
07418.001,10/17/18 - Change contact from Anthony Dirks to Aaron Buettner per AD.
06054.032,"10/18/19 - Changed pm from Mark Higgins to Shane Larsen per MH. 
10/15/19 - Change project manager from Karl Person to Mark Higgins per Dan Kerns. 
7/26/19 - VA project manager changed from Paul Rasmussen to Danyelle Russell. 
9/25/18 - Per Karl Person, the only tasks active are the 7000 series.  Also kept 9600 and 9900. 
/21/15 - Change project manager from Mark Higgins to Karl Person per MH. 
10/14/14 - Change project manager from Kelly Hiskey to Mark Higgins per MH. 
5/1/14 - Change project manager from Randy Rees to Kelly Hiskey. 
Design community center cottages 636-123"
07018.001,"10/27/17 - Change project manager from Elizabeth Hunter to Matt Sutton. 
Electrical & Water line upgrades.  Cross fee to Architecture:  $13,575.00."
06754.024,"10/27/17 - Change project manager from Elizabeth Hunter to Matt Sutton. 
Surveying and site overview letter for a new Casey's General Store in Glenwood, IA."
07378.001,"10/28/19 - Pat is writing off $5,618.75 of time from September 2018.  If the project moves  forward, we can go back and bill for this time (40.25 hours - unbilled saved under architecture - invoices. 
Programming and preliminary design for a new Professional Truck Driver Training Facility. Tasks will include conceptual site and building design, cost estimate, project budget, presentation drawings including 3D renderings that SCC can use for development. Current location at 8800 O Street is desired for other uses, per the SCC Master Plan."
07590.001,"10/9/19 - Changed contact name from Al Vacanti to Randy Woldt per Matt Hubel. 
Design, Bid, and Construction PhaseAsphalt mill and overlay of Avenue K, Railroad Avenue, and 10th Street as well as drainage improvement in alleyway one-half block north of Hwy 275 between 10th Street and 11th Street. 

Fees:
Design = $7,700
Bid = $1,700
CA = $3,000
Observation services = $95/hr
Expenses:  3 trips @ 160 mi x $0.58/mi = $280
5/7/19:  Additional services approved in the amount of $8,375 to add surveying, design, and CA services for full reconstruction and new storm sewer in alley.  New contract total = $20,775.
10/29/19:  Additional services approved in the amount of $7,700 to add design of additional mill and overlay work.  New contract total = $28,475."
07627.001,"11-4-19 reactivated per JG. 
8/20/19 - Made inactive per Jon Goldie. 
Pre-construction investigation of pavement distress and subgrade.  Also reviewing existing cross slopes for design purposes."
06977.006,"11/15/18 - The project manager was listed as Dan Kerns.  He said it isn't his, so switched it to Jason Heinze."
07781.001,11/26/19 - Change client from Lueder Construction to St. Roberts.  Just need to get an updated contract.
07298.001,"11/27/18 - Per Charly, change project manager from Matt Shimerdla to Matt Sutton. 
Cross charge to Architectural:  $2,500.00 
The project includes Type A, B, and C services to perform the investigative, design, and construction observation services. The work consist of furnishing all design services, labor, equipment, tools, materials, travel, lifts, licenses, and permits required to reconstruct Nebraska Avenue from a two lane road to a boulevard entrance for Camp Ashland.    Project will remove the existing pavement, grade a boulevard section, extend a box culvert, construct a full depth concrete pavement  along Nebraska avenue using a boulevard type crss section, install a force protection barricade and plant street trees along the project route."
07298.003,"11/27/18 - Per Charly, change project manager from Matt Shimerdla to Matt Sutton. 
Cross fee to Engineering is $3,000.00. 
The project includes Type A, B, and C services to perform the investigative, design, and construction observation services. The work consist of furnishing all design services, labor, equipment, tools, materials, travel, lifts, licenses, and permits required to construct improvements to the parade grounds area for Camp Ashland.    Project will identify plans for structural and architectural improvements for the parade grounds area."
06923.001,"11/27/18 - Per Charly, change project manager from Matt Shimerdla to Matt Sutton. 
The project includes Type A, B, and C services to perform the investigative and design services. The work consist of furnishing all design services, labor, equipment, tools, materials, travel, lifts, licenses, and permits required to conduct various repairs at the Greenleif Training Site, Hastings NE.    Project will consist of repair/replace the training area roads into the site in the cantonment area of theGreenleif Training Site.  Project wil consist of roadway analysis and grind and asphalt overlay based upon the results of the analysis. Road sustainment of  approx. 7560 sy of resurfacing with another 2660 sy of alternative resurfacing. "
06924.001,"11/27/18 - Per Charly, change project manager from Matt Shimerdla to Matt Sutton. 
The project includes Type A, B, and C services to perform the investigative and design services. The work consist of furnishing all design services, labor, equipment, tools, materials, travel, lifts, licenses, and permits required to conduct various repairs at the Camp Ashland-Mead Training site, Ashland NE.    Project will consist of repair/replace the training area roads into the site in the cantonment area of the Camp Ashland-Mead Training Site.  Project wil consist of roadway analysis and grind and asphalt overlay based upon the results of the analysis. Road sustainment of  approx. 22818 sy of resurfacing. "
07298.002,"11/27/18 - Per Charly, change project manager from Matt Shimerdla to Matt Sutton. 
The project includes Type A, B, and C services to perform the investigative, design, and construction observation services. The work consist of furnishing all design services, labor, equipment, tools, materials, travel, lifts, licenses, and permits required to construct improvements to the stormwater collection system for Camp Ashland.    Project will identify spots where stormwater is accumulating and construct improvements to address this problem."
06086.021,"11/7/17 - Per Tony Kessler at NDOT, change the contact to Jacqueline Baird. 
This project will resurface 4.34 miles of N-91 and is located in Dodge County, starting 0.05 miles east of the west corporate limit of the Village of Snyder at mile marker (MM) 188+91, and extending east to MM 193+25, at the junction of N-91 and US-275. Construction may begin and/or end approximately 200 feet ahead of or beyond the actual project limits to accommodate transitioning the pavement.  The improvements on this project consist of milling and resurfacing the roadway with asphalt in the urban area from RP 188+91 to RP 189+20 with a grade raise. The roadway section from RP 189+20 to RP 193+25 will have the existing concrete surface overlaid with asphalt with a grade raise. This bridge work at Structure Number S091 19072 consists of an epoxy overlay of the deck, replace the expansion joints and seal the concrete rails on the bridge. The existing culverts will be extended and/or the headwalls will be replaced with flared end section as required. The existing guardrail will be removed and replaced.  Because the pavement work is considered to result in an alteration of the pavement in crosswalks, the NDOR will eliminate barriers to access by building curb ramps where required. "
06851.001,"12/21/16 - Change project manager from Ed Hobza to Loras Klostermann per CH.
12/8/16 - Change project manager from Jon Firkins to Ed Hobza per CH. 
Construction materials testing for new Football and Wrestling building"
06851.002,"12/21/16 - Change project manager from Ed Hobza to Loras Klostermann per CH. 
12/8/16 - Change project manager from Jon Firkins to Ed Hobza per CH. 
Special Inspections for new building."
06666.007,"12/22/16 - Change project manager from Ed Hobza to Loras Klostermann per CH. 
12/8/16 - Change project manager from Jon Firkins to Ed Hobza per CH. 
Construction materials testing and surcharge settle plates installation/analysis."
06734.003,"12/22/16 - Change project manager from Ed Hobza to Loras Klostermann per CH. 
12/8/16 - Change project manager from Jon Firkins to Ed Hobza per CH. 
Cross fee to Arch:  $1830.00. 
Construction materials testing and special inspections including Erosion Control inspections.  Project to be billed based on per test costs with a not to exceed of $30,492.00.  PO number 101."
06698.003,"12/22/16 - Change project manager from Ed Hobza to Loras Klostermann per CH. 
12/8/16 - Change project manager from Jon Firkins to Ed Hobza per CH. 
Testing and Inspections for bldg additions."
06800.001,"12/25/18 - per PB activate - added task 9602 for Unit redesign
4/6/18 - Made inactive per Pat Birch. 
Two one-bedroom units will be combined in order to provide a fully accessible unit."
06782.003,144017-AK 1/2 mile of Arterial Rehabilitation 4-5 lane urban section including storm sewer analysis.
07104.002,"1st effort: Concept design for clubhouse serving  multi-family apartment complex on 204th & Blue Sage Parkway in Omaha, NE. Clubhouse based on Owner's program and will be two stories and approximately 6,800 SF; full services for the entire project which includes: the clubhouse, 12 apartment buildings, detached garage buildings, a maintenance building, trash and recycling enclosure, pool and spa with associated entertainment deck (outdoor kitchen, fire pit, cabanas), putting green and dog park."
07867.001,"2 Geotechnical Explorations, Solar Panel Electric Farms, one near Scribner, NE and one near Tekamah, NE.  Five soil borings to 35 feet at both sites.  Total fo 10 borings and 350 lineal feet of borings.  Soil parameters for pile designs by others."
07192.001,"2 IDOT Geotechnical projects, BRFN-009-5(109)--39-95  Bridge Replacement with Culvert on Iowa Highway 9 over Ditch 54, Winnebago Co., IA
        and BRFN-017-4(40)--39-99    New Iowa Highway 17 bridge over Prairie Creek, Wright Co., IA
Subcontractor to Shannon & Wilson, Schemmer to do most of the geotech for Wright Co and will do review for Winnebago Co."
06678.002,"2/1/18 - Change project manager from Scott Heaney to Dan Kerns. 
Hourly design review services for City of La Vista to determine compliance with the City's established design guidelines."
06678.003,"2/1/18 - Change project manager from Scott Heaney to Dan Kerns. 
Hourly design review services for City of La Vista to determine compliance with the City's established design guidelines."
06678.007,"2/1/18 - Change project manager from Scott Heaney to Dan Kerns. 
Hourly design review services for City of La Vista to determine compliance with the City's established design guidelines. "
06678.009,"2/1/18 - Change project manager from Scott Heaney to Dan Kerns. 
Hourly design review services for City of La Vista to determine compliance with the City's established design guidelines. "
06678.011,"2/1/18 - Change project manager from Scott Heaney to Dan Kerns. 
Hourly design review services for City of La Vista to determine compliance with the City's established design guidelines. "
06678.012,"2/1/18 - Change project manager from Scott Heaney to Dan Kerns. 
Hourly design review services for City of La Vista to determine compliance with the City's established design guidelines. "
06678.013,"2/1/18 - Change project manager from Scott Heaney to Dan Kerns. 
Hourly design review services for City of La Vista to determine compliance with the City's established design guidelines. "
06678.014,"2/1/18 - Change project manager from Scott Heaney to Dan Kerns. 
Hourly design review services for City of La Vista to determine compliance with the City's established design guidelines. "
06678.015,"2/1/18 - Change project manager from Scott Heaney to Dan Kerns. 
Hourly design review services for City of La Vista to determine compliance with the City's established design guidelines. "
06678.016,"2/1/18 - Change project manager from Scott Heaney to Dan Kerns. 
Hourly design review services for City of La Vista to determine compliance with the City's established design guidelines. "
06678.017,"2/1/18 - Change project manager from Scott Heaney to Dan Kerns. 
Hourly design review services for City of La Vista to determine compliance with the City's established design guidelines. "
06678.018,"2/1/18 - Change project manager from Scott Heaney to Dan Kerns. 
Hourly design review services for City of La Vista to determine compliance with the City's established design guidelines. "
06678.019,"2/1/18 - Change project manager from Scott Heaney to Dan Kerns. 
Hourly design review services for City of La Vista to determine compliance with the City's established design guidelines. "
06678.021,"2/1/18 - Change project manager from Scott Heaney to Dan Kerns. 
Hourly design review services for City of La Vista to determine compliance with the City's established design guidelines. "
06678.022,"2/1/18 - Change project manager from Scott Heaney to Dan Kerns. 
Hourly design review services for City of La Vista to determine compliance with the City's established design guidelines. "
06678.023,"2/1/18 - Change project manager from Scott Heaney to Dan Kerns. 
Hourly design review services for City of La Vista to determine compliance with the City's established design guidelines. "
06678.024,"2/1/18 - Change project manager from Scott Heaney to Dan Kerns. 
Hourly design review services for City of La Vista to determine compliance with the City's established design guidelines. "
06678.025,"2/1/18 - Change project manager from Scott Heaney to Dan Kerns. 
Hourly design review services for City of La Vista to determine compliance with the City's established design guidelines. "
06678.006,"2/1/18 - Change project manager from Scott Heaney to Dan Kerns. 
Hourly design review services for City of La Vista to determine compliance with the City's established design guidelines.  Budget is an estimate of $2,000.00."
06698.001,"2/1/18 - Change project manager from Scott Heaney to Jason Heinze. 
Cross fee to Engineering:  $10,000.00
Interior and exterior renovation work at Outlook Nebraska’s currently occupied, retail/office/warehouse building located at 72nd & J Street in Omaha, NE. The program calls for light renovation of 6,800 SF of existing office space; a newly constructed, interior, 2-level office addition of 7,200 SF to be built out into Outlook’s existing warehouse; and exterior facade and paving improvements to approximately three-quarters of the west side of the building and parking lot."
07057.001,"2/1/18 - Change project manager from Scott Heaney to Jason Heinze. 
Design 250,000 sf warehouse building with a 32’ clear height on the interior.  The building is to consist of exterior load bearing insulated precast with structural steel roof system, and a rear dock area.  Interior column spacing will need to be value engineered on a 40’ or 50’ option.  Interior is to be unfinished.  The MEP design will utilize a design / build approach.  R&R owns the design for Prairie Business Park which will be similar in function yet different entry features.  R&R will also retain ownership of the design for this new facility.  Located at intersection of Hwy 370 and Hwy 50."
07535.001,"2/11/19:  Increased fee $1,000 per email from Brady 
Survey one acre tract of land inthe SE/4 of Section 28, T-20-N, R-10-E, Osage County, OK.  Additional services requested for 5 acre boundary around the house, barn and garden spot."
06894.002,"2/20/19 - Changed the Primary client to Irina's Restaurant and Bar from Trilogy Construction per Mark Higgins. 
Architectural and Structural services for patio addition with canopy."
06824.002,"2/22/17 - Change pm from Charly to Doug Holle. 
2/3/17 - Change project manager from Todd Cochran to Charly Huddleston."
06475.001,"2/22/17 - Change pm from Charly to Doug Holle. 
2/3/17 - Change project manager from Todd Cochran to Charly Huddleston. 
5/15/15 - Change project manager from Bill Cyganovich to Todd Cochran. 
Replace twin bridges on US-64/US-412 over Black Bear Creek, 11.6 miles east of US-81 Jct. 
The two three span bridges will be replaced with a box bridge due to detention facility upstream regulates the Q-100 storm event."
06493.001,"2/3/17 - Change project manager from Todd Cochran to Charly Huddleston.
8/10/16 - Change pm from Alex Mills to Todd Cochran. 
5/25/16 - Change project manager from Todd Cochran to Alex Mills. 
11/24/15 - change pm to Todd Cochran from Doug Holle
5/15/15 - Change project manager from Bill Cyganovich to Doug Holle. 
Non-Arterial Street Rehabilitation & Water Line Replacement in Maintenance Zone 3018."
06782.002,"2/3/17 - Change project manager from Todd Cochran to Charly Huddleston.
9/6/16 - Change project manager from Alex Mills to Todd Cochran. 
144017-AK 1/2 mile of Arterial Rehabilitation 4-5 lane urban section including storm sewer analysis."
06829.001,"2/4/17 - Changed project manager from Jon Firkins to Loras Klostermann. 
Construction materials testing"
07823.001,"250k distribution warehouse in Hilltop Industrial Park.  Located on ~10 acres.  BILL HOURLY NOT TO EXCEED.  ENGINEERING CROSS DIV CAP IS $2,000.00"
07237.007,"3/10/20-IDOT has assigned a new work order to complete ADA design along Highway 69 and 34 in Osceola, IA..  Roger Larsen is our design contact for the project.                          NHSN-034-5(26)--2R-20.  This project master incorporates amendment #1"
06610.050,"3/19/19 - Change project manager from Matt Sutton to Matt Hubel. 
Paving Investigative study for the Monticello Branch in Shawnee Mission, KS  - WO 50.00 = $5,876.50."
07502.001,"3/2/20 - The P Master for this project has been updated as we have received authorization to do some additional services on an hourly rate basis. 

Preparation of conceptual plan for new drive-thru lane and parking lot east of the existing Arby's in Columbus, NE. 
2/25/19:  Additional services authorized in the amount of $1,495 for additional drive-thru concept utilizing south residential lot.
4/1/19:  Additional services authorized to prepare additional concept.  Effort to be billed hourly.  No limit established."
07260.001,"3/6/20 - Change pm from Higgins back to Terry Wood. 
5/16/18 - Changed the project manager from Terry Wood to Mark Higgins."
07260.009,"3/6/20 - Change project manager from Mark Higgins to Terry Wood. 
Redesign of 7260.007 & 07260.A07 to reduce construction costs."
05815.003,"3/9/20 - Change project manager from Mark Higgins to Jason Heinze. 
Cross Divisional Engineering $30940. 
CA portion - New 71,500 GSF 80 Bed Skilled Nursing Facility on 14.46 acres site at 22nd & Scott Streets in Beatrice NE. New Home is a replacement for existing GSS building. Design is based on four (4)- 20 bed Neighborhoods connected w/ pedestrian walkways to Community Center."
07371.002,"3/9/20 - Changed project manager from Mark Higgins to Jason Heinze. 
Retro-commissioning consulting services for existing Mechanical and Electrical systems on the Bryan Health West campus with a focus on specific improvements to the systems what will have a predictable and measureable return on investment for indoor environmental quality, reduced maintenance burden and reduced energy consumption."
07757.001,"4-13-2020 Made active Dan Marti
12/28/19 - Made inactive per Dan Marti.
Hourly contract"
07137.002,"4-23-18; added $1,500 for additional services.

Design a new VAV with terminal reheat system for the 8th floor executive suite.  Systems to be considered, at a minimum, area water source heat pumps and new air handler.  Replacement to take into account the constructability and phasing of the construction work."
06610.048,"4-23-19 Updated WO 49.01 and 49.02 
Investiage USPS request to evaluate the VMF facility and design a fire alarm system. "
07310.007,"4/10/20 - Change the project manager from Mark Higgins to Terry Wood. 
 Pre-scoping/investigative site visits to evaluate existing HVAC systems for future design and replacement at four NPS sites within the Midwest Region: Theodore Roosevelt National Park (THRO) Visitor Center and HQ Bldg, Medora ND; Agate Fossil Beds National Monument (AGRO) Visitor Center, Harrison NE; Pea Ridge National Military Park (PERI) Visitor Center Garfield AR and Fort Smith National Historic Site (FOSM) Visitor Center Fort Smith AR.
v2: Preliminary and Schematic design based on site investigation findings."
07310.011,"4/10/20- Terry Wood transferred project to Matt Sutton
4/6/20 - Per Mark Higgins, Terry Wood has taken over this project. 
Contract 140P6018D0002/ Order 140P6019F0083: Include these numbers in all correspondence.       Pre-scope site visit ( 4 hour meeting) for the “Develop Standard MWR Fire & Security Alarm System” Task Order. The Midwest Region of the National Park Service is seeking to combine multiple access control and alarm monitoring systems into a single, multi-regional management platform."
07269.001,"4/11/18 - Change project manager from Dan Kerns to Jason Heinze. 
Cross charge to Engineering $8,800.00
The proposed project consists of exterior and interior renovations for an existing ~10,000 square foot building.  The existing building is currently in use by Bimbo Bakery as a thrift sales location and distribution warehouse.  A scope narrative, concept site plan, and concept floor plan (produced by or in conjunction with Mass Engineering and Consultants, LLC and dated May 15, 2017) has been provided by Bimbo Bakery, herein known as “Scope Docs”.  The Scope Docs are the basis for this proposal.  The Project delivery shall be Design-Build.  Any Design Scope outside of the Scope Docs has been excluded including anything that would be required by local Codes."
07912.001,"4/14/20 - Change Order #1 decreased fee from $11,500 to $7,025 
Billing to e-mail Subcontract.invoices@northwindgrp.com Fixed price (Lump Sum)"
06174.004,"4/17/17 - Change project manager from Charly Huddleston to Doug Holle. 
3/5/17 - Change project manager from Todd Cochran to Charly Huddleston. 
5/15/15 - Change project manager from Bill Cyganovich to Todd Cochran. 
Alternative Analysis for Aviodance and Minimization of Impacts to Ten Killer Lake and Park, Identividation of mitigation options, and Attend Coordination Meetings with USACE for Bridge project."
07237.008,"4/17/20 - Original project master showed Shane Swope, but was put in as Jon Goldie.  Changed back to Swope. 
Schemmer will provide construction engineering ADA curb ramp reconstruction in Avoca."
07671.001,"4/23/20 - Change PM from Mark Higgins to Jason Heinze. 
Electrical design services in support of lift station designed by Gilmore & Associates for the City of Columbus NE."
07256.001,"4/23/20 - Change PM from Mark Higgins to Pat Birch. 
Cross Charge to Engineering:  $13,661.00 
Cathedral of the Risen Christ Elementary School is looking to address a series of vital components in a single expansion project: Construction of a new and secured entryway and front office, adding prominance to the building as viewed from Sheridan Boulevard, providing a donor recoginition wall which frames the current cornerstone, and renovation of interior offices to provide space for conferencing and tutoring programs."
06610.009,"4/27/18 -  Change contact from Timothy Madden to Matt Shafer. 
Investigative report, topographic survey, geotechnical investigation, design and construction phase services for a pavement replacement project.  WO 10.0 = $6,425.03.  WO 10.01 = $25,573.80.  WO 10.02 $24,898.04; WO 10.03=$19,919.26.  Total Contract = $76,816.13."
07684.006,"4/30/20-No contract, No project master. Emailed Peter H for both."
07001.001,"4/9/20 -  Changed the project manager from Mark Higgins to Pat Birch. 
Remodel of 1,500 sf existing restaurant into pizza parlor.  Includes demo of existing stair and subsequent infill of floor above."
06054.013,"5/1/14 - Change project manager from Randy Rees to Kelly Hiskey.
Cross Div Fee Eng:  $22600.00
VISN 23 IDIQ Design Services for Centralized Boiler/Chiller Plant (Central Pant), VA #636A6-12-203, services up through construction.  Funding anticipated in FY 2014 for construction. Design includes relocating one of the existing chillers to the old boiler plant and all associated pumps and support equipment. 2,260 SF renovation to existing boiler plant.  Adding new chillers to space and creating a phasing plan to bring the operation on line with minimal to no disruption to existing services.  Abandon existing plant and construct new buried chilled water pipe up the hill to the complex is estimated at approximately $500,000.00.   The existing chiller plant (hospital basement) could be converted to a central pumping room and a primary/secondary/tertiary system could be implemented in the complex.  The existing Carrier Chiller and Marley Cooling Tower could be relocated to save costs.   Central plant will serve the entire Central Iowa Health Care - Des Moines Campus and Hospital. Anticipated construction budget $4,500,000.00."
07546.001,"5/10/19 - Active per Dan Kerns 
4/4/19 - Made inactive per Dan Kerns. 
The Project consists of interior and exterior renovation of the existing ~20,000 square foot Bed Bath & Beyond located at Metro Crossing Shopping Center in Council Bluffs.  The interior renovation shall be such to create (3) three spaces – Bath & Body Works; Old Navy; and Landlord’s Room.  The Bath & Body Works space shall be designed to a warm, dark shell space.  A new entrance/storefront system will be designed along with sidewalk revisions.  An existing RTU will be relocated to serve the space.  The Landlord’s Room space shall be designed to a warm shell space including lighting.  The existing RTU serving the space will be reused.  A chain link fence and gate to define the egress path from Bath & Body Works is desired.  The Old Navy space shall be designed to the provided Work Letter (dated 09/06/2018) including sign façade preparation for installation of aluminum fin signage system and (4) four new RTUs totaling 33 tons.
The Client shall provide existing building drawings comprised of Civil, Architectural, Structural, Mechanical, Plumbing, and Electrical.
Project Deliver is assumed to be Design-Bid-Build."
06641.001,"5/18/20 - Made active per Matt Sutton. 
10/04/19- Inactived project per Charly Huddleston"
07519.001,"5/2/19 - Had to change the client from Peterson Contractors to Concrete Supply.  We used the address for Peterson, but the signature was from Concrete Supply. 
CMT Testing Special Inspection"
06808.002,"5/22/17 - Activate per BW 
1/22/17 - Made inactive per Bill Wedeking. 
This project consists of architectural design services to remodel two single family dwellings (A & B) and make generally compliant with ADA regulations.  The two house plans are located at the following seven addresses:  Plan A - 1311, 1313, 1337 13th Street; Plan B - 1156/1158 10th Street & 1241/1243 13th Street; all in Des Moines."
06241.003,"5/23/14 - Change project manager from Steve Kathol to Darin Brown.
Preliminary design, topographic survey and geotechnical engineering of CR G76 over I-35.  Project includes design of replacement bridge over I-35 and redesign of diamond interchange."
07863.001,"5/28/20 - Per Young, put the change the contact to Mike Watkins.
4/30/20 - Per Mike Young -  Kayle Klabunde is no longer with us (hopefully temporarily).  Please continue to send invoices to me and CC our departmental email - designsupport@bhmanagement.com."
07865.001,"5/29/20 - Pat wanted name changed from Solution One to All Copy Products. 
Interior remodel of the Solution One office building located at 7417 O Street, Lincoln. $17,800 fee is lump sum through design. Agreement is hourly for CA phase. Add. Services 1: add $2925 for plumbing design."
07518.001,"5/3/19 - Made inactive per Brady Watson. 
Topo survey of 2 acres in Section 8, T-19-N, R-12-E, Tulsa, Ok.    ADDITIONAL SERVICES include:  More topographic survey of additional land to the east, approximately 2 acres."
06735.003,"5/4/16 - Change project manager from Randy Fehl to Charly Huddleston. 
Prepare construction drawing and specifications for theMarriott at the MAC."
05037.002,"5/4/16 - Change project manager from Randy Fehl to Matt Sutton. 
At Iron Mountain 
"
06054.003,"5/6/20 - Made active per Dan Kerns. 
4/11/19 - Made inactive per Kelly Heatley. 
Remodel/Expand Pharmacy.  Design to include remodel existing laboratory space and expand into 1800 SF of vacant adjacent space. Multi-phase project, while maintaining current operations.  Utilize current Medical Center Interior Standards, update HVAC and electrical service, and design to meet VA security requirements, part of VISN 23 IDIQ contract, anticipated construction budget $1,000,000.00."
07339.001,"6-19 - made active again per BW
8/3/18 - Made inactive per Brady Watson. 
Lump sum.  Survey & establish the Trust Boundary line in a portion of the Casino."
06794.001,"6/21/2018 - added task 9603 - Reissue and Rebid; bill hourly, comments mandatory. 
Cross Div charge to Eng:  $3620.00. 
Office addition and remodel of the York Housing Authority offices to accommodate a reception desk, three private offices, a file room, briefing room, copy area, break counter and staff toilet room.  The building addition is planned to be approximately 430 sf."
07581.001,"6/26/19 - Per Jesse Hammes - change the address of invoice to the 2801 6th Street SW, Cedar Rapids, IA  52404 
Cross fee to Engineering $14,000.00 
Design services for a GMP set for a two story welfare addition (lockers, restrooms, kitchen and meeting room) and renovation and expansion of the existing cafeteria."
06531.001,"6/3/16 - Change PM from Randy Fehl to Matt Sutton. 
Prepare design documents and provide construction phase services for the construction of a water tower and the installation of water meters."
